ANALYST,DATE,BROKER,RATING,RECOMMENDATION,TARGET_PRICE,BBTICKER,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME
Alv Pozo,11/15/2019,Baell,5,buy,4.2,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
AleDuval,11/11/2019,Gochs,1,sell,2.9,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
Pierragu,10/25/2019,Nerch,3,neutral,3.8,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
WolDonie,10/24/2019,No/LB,5,buy,5,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
Antpagna,10/16/2019,ISEVA,3,hold,-2.42E-14,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
StaAberg,7/25/2019,Cagie,3,hold,5.2,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
Micovese,7/25/2019,MKers,5,buy,7.5,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
Jamleher,4/29/2019,Arorp,3,hold,-2.42E-14,NOKIA FH Equity,Information Technology,Technology Hardware & Equipmen
Ioatikis,3/4/2020,MoInc,3,hold,117,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Laurisot,3/4/2020,Alope,4,add,134,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Cedsnard,3/2/2020,Ciiti,5,buy,123,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Valtaldy,3/2/2020,DaDay,5,buy,136.5,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Cha Eden,2/25/2020,UBUBS,5,buy,136,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Heirinen,2/20/2020,Exbas,5,outperform,136,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Celnnuti,2/19/2020,J.gan,3,neutral,106,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Jamrgett,2/19/2020,Beerg,5,buy,134,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Arteeves,2/19/2020,Baays,1,underweight,105,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Gra Hunt,2/18/2020,Moley,3,Equalwt/In-Line,120,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
JohEnnis,2/18/2020,Gochs,5,buy,130,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Fah Baig,2/18/2020,Crsse,5,outperform,119,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Jasolins,2/18/2020,Goody,5,buy,127,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
CliBlack,2/18/2020,Shers,NA,not rated,-2.42E-14,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
CatKenny,2/11/2020,Daavy,5,outperform,-2.42E-14,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Patoquas,1/29/2020,Keeux,2,reduce,105,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
VirFerte,1/6/2020,Deank,5,buy,120,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Triville,12/17/2019,Wited,5,buy,-2.42E-14,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Robhmidt,10/14/2019,Lirum,3,hold,112,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Antpagna,10/4/2019,ISEVA,1,underweight,-2.42E-14,KYG ID Equity,Consumer Staples,"Food, Beverage & Tobacco"
Laurisot,3/5/2020,Alope,5,buy,3068,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Viv Azer,3/3/2020,Cowen,3,market perform,1800,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Sanarsan,3/2/2020,Moley,1,Underwt/In-Line,1685,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
AliForry,3/2/2020,Intec,5,buy,2950,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Calliott,3/2/2020,Beein,5,outperform,2500,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Niclberg,3/1/2020,Lirum,5,buy,2900,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Owennett,2/27/2020,Jeies,5,buy,2100,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Adaelman,2/25/2020,Ciiti,5,buy,2000,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Valtaldy,2/24/2020,DaDay,1,sell,1540,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Geragher,2/17/2020,Deank,5,buy,2400,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Nikliver,2/7/2020,UBUBS,3,neutral,1700,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Larbrink,2/7/2020,InmbH,1,sell,1600,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
DavHayes,2/6/2020,Soale,5,buy,2100,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
JamJones,2/6/2020,RBets,3,sector perform,1800,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Alaskine,2/5/2020,Crsse,5,outperform,2850,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Celnnuti,2/5/2020,J.gan,3,neutral,2100,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
RaeMaile,2/5/2020,Pated,3,hold,2130,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Micavery,2/5/2020,Pi Co,3,neutral,2000,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Gau Jain,2/5/2020,Baays,5,overweight,2200,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Phiorham,2/4/2020,MoInc,5,buy,3500,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Tritrien,11/6/2019,Reted,3,neutral,-2.42E-14,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Antpagna,11/6/2019,ISEVA,5,buy,-2.42E-14,IMB LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
NabAhmed,3/6/2020,Baays,5,overweight,43,SGO FP Equity,Industrials,Capital Goods
Sejshney,3/5/2020,Alope,5,buy,44.4,SGO FP Equity,Industrials,Capital Goods
ManBeria,3/3/2020,Soale,5,buy,38,SGO FP Equity,Industrials,Capital Goods
Cedkblom,3/3/2020,Moley,3,Equalwt/In-Line,40,SGO FP Equity,Industrials,Capital Goods
Svemeier,3/3/2020,InmbH,3,hold,35,SGO FP Equity,Industrials,Capital Goods
Matlkert,3/3/2020,DZ AG,5,buy,39.5,SGO FP Equity,Industrials,Capital Goods
Yasuahri,3/3/2020,Onrch,1,underperform,39,SGO FP Equity,Industrials,Capital Goods
Svelfelt,3/2/2020,OdBHF,5,buy,42,SGO FP Equity,Industrials,Capital Goods
RobHales,3/2/2020,MoInc,5,buy,39,SGO FP Equity,Industrials,Capital Goods
Valtaldy,3/2/2020,DaDay,1,sell,27.99,SGO FP Equity,Industrials,Capital Goods
Yveehead,3/2/2020,Exbas,5,outperform,50,SGO FP Equity,Industrials,Capital Goods
Elo Rall,2/28/2020,J.gan,3,neutral,40,SGO FP Equity,Industrials,Capital Goods
Jeaulenq,2/28/2020,CIons,5,buy,44.8,SGO FP Equity,Industrials,Capital Goods
Erimarie,2/28/2020,Br Co,5,buy,47,SGO FP Equity,Industrials,Capital Goods
Toberner,2/28/2020,Ma AG,5,buy,40,SGO FP Equity,Industrials,Capital Goods
Greitsch,2/27/2020,UBUBS,3,neutral,36.5,SGO FP Equity,Industrials,Capital Goods
Glyhnson,2/27/2020,Jeies,1,underperform,30.7,SGO FP Equity,Industrials,Capital Goods
Eph Ravi,1/27/2020,Ciiti,NA,withheld,-2.42E-14,SGO FP Equity,Industrials,Capital Goods
JosPujal,1/24/2020,Keeux,5,buy,48,SGO FP Equity,Industrials,Capital Goods
Pateuset,1/7/2020,Gochs,5,buy,45,SGO FP Equity,Industrials,Capital Goods
Robdiner,12/18/2019,Daavy,3,neutral,-2.42E-14,SGO FP Equity,Industrials,Capital Goods
WilJones,12/2/2019,Reted,3,neutral,-2.42E-14,SGO FP Equity,Industrials,Capital Goods
ChrKorth,10/15/2019,HSSBC,5,buy,42,SGO FP Equity,Industrials,Capital Goods
Marppola,3/1/2019,Innte,5,buy,50,SGO FP Equity,Industrials,Capital Goods
Osciguez,10/5/2018,Baell,5,buy,47,SGO FP Equity,Industrials,Capital Goods
JanKjaer,3/6/2020,Jyank,5,buy,355,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
KarRinta,3/5/2020,Haken,5,buy,350,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Virauhan,3/5/2020,Alope,4,add,362,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Anuhotra,3/1/2020,Lirum,3,hold,320,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Miknadze,2/24/2020,Exbas,5,outperform,360,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Fah Baig,1/31/2020,Crsse,5,outperform,345,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
KarZoete,1/28/2020,Keeux,5,buy,360,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Cha Eden,1/24/2020,UBUBS,3,neutral,310,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Iaimpson,1/24/2020,Baays,1,underweight,276,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Marelbye,1/23/2020,ABier,3,hold,335,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Linrsson,1/23/2020,SEies,5,buy,335,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
NikEkman,1/23/2020,Cagie,5,buy,340,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Stestrom,1/23/2020,Nodea,5,buy,365,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Oskstrom,1/23/2020,Daank,5,buy,355,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Evahiele,1/22/2020,Deank,3,hold,300,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Sanarsan,1/22/2020,Moley,5,Overwt/In-Line,310,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
JohEnnis,1/22/2020,Gochs,1,sell,275,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Celnnuti,1/22/2020,J.gan,3,neutral,315,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Karevier,1/22/2020,DNets,3,hold,310,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Guswerin,10/28/2019,Paies,5,buy,335,ESSITYB SS Equity,Consumer Staples,Household & Personal Products
Gae-Bray,3/9/2020,Deank,3,hold,77,LR FP Equity,Industrials,Capital Goods
Marilkie,3/5/2020,Ciiti,3,neutral,73,LR FP Equity,Industrials,Capital Goods
Luireira,3/5/2020,Alope,4,add,74.8,LR FP Equity,Industrials,Capital Goods
Danliffe,3/4/2020,Lirum,3,hold,48,LR FP Equity,Industrials,Capital Goods
Simessen,3/3/2020,Jeies,1,underperform,63,LR FP Equity,Industrials,Capital Goods
Valtaldy,3/2/2020,DaDay,5,buy,84.24,LR FP Equity,Industrials,Capital Goods
Jonunsey,3/2/2020,Exbas,3,neutral,75,LR FP Equity,Industrials,Capital Goods
DanCosta,2/27/2020,Gochs,3,neutral,69,LR FP Equity,Industrials,Capital Goods
WasRizvi,2/18/2020,RBets,1,underperform,67,LR FP Equity,Industrials,Capital Goods
Delrault,2/17/2020,OdBHF,3,neutral,69,LR FP Equity,Industrials,Capital Goods
Wilackie,2/17/2020,Keeux,5,buy,87,LR FP Equity,Industrials,Capital Goods
Alaeslie,2/13/2020,Soale,3,hold,76,LR FP Equity,Industrials,Capital Goods
Lucrrier,2/13/2020,Moley,1,Underwt/Cautious,62,LR FP Equity,Industrials,Capital Goods
Andkhnin,2/13/2020,Crsse,1,underperform,65,LR FP Equity,Industrials,Capital Goods
Supanian,2/13/2020,UBUBS,3,neutral,70,LR FP Equity,Industrials,Capital Goods
AndWilli,2/13/2020,J.gan,3,neutral,68,LR FP Equity,Industrials,Capital Goods
Denolina,2/13/2020,MoInc,1,sell,57,LR FP Equity,Industrials,Capital Goods
Erimarie,1/20/2020,Br Co,3,neutral,70,LR FP Equity,Industrials,Capital Goods
EdwPerry,1/7/2020,HSSBC,3,hold,63,LR FP Equity,Industrials,Capital Goods
Sebruter,11/7/2019,Reted,3,neutral,-2.42E-14,LR FP Equity,Industrials,Capital Goods
Markiger,3/3/2020,Keeux,2,reduce,440,GEBN SW Equity,Industrials,Capital Goods
Valtaldy,3/2/2020,DaDay,5,buy,624.03,GEBN SW Equity,Industrials,Capital Goods
Jamaylor,3/2/2020,Exbas,1,underperform,450,GEBN SW Equity,Industrials,Capital Goods
Denolina,2/27/2020,MoInc,1,sell,352,GEBN SW Equity,Industrials,Capital Goods
Chrrnold,2/24/2020,Ma AG,3,hold,500,GEBN SW Equity,Industrials,Capital Goods
Aleletti,1/22/2020,Oc AG,3,hold,430,GEBN SW Equity,Industrials,Capital Goods
Joracher,1/21/2020,Bavea,4,add,575,GEBN SW Equity,Industrials,Capital Goods
Matlkert,1/21/2020,DZ AG,1,sell,425,GEBN SW Equity,Industrials,Capital Goods
Andkhnin,1/20/2020,Crsse,1,underperform,470,GEBN SW Equity,Industrials,Capital Goods
Danoenig,1/20/2020,Miies,3,hold,500,GEBN SW Equity,Industrials,Capital Goods
ManBeria,1/17/2020,Soale,3,hold,515,GEBN SW Equity,Industrials,Capital Goods
Fabaecki,1/17/2020,UBUBS,1,sell,385,GEBN SW Equity,Industrials,Capital Goods
ChrKorth,1/17/2020,HSSBC,3,hold,500,GEBN SW Equity,Industrials,Capital Goods
Delrault,1/17/2020,OdBHF,2,reduce,435,GEBN SW Equity,Industrials,Capital Goods
Marruska,1/17/2020,Beerg,3,hold,420,GEBN SW Equity,Industrials,Capital Goods
Bermrehn,1/17/2020,Ba AG,3,hold,500,GEBN SW Equity,Industrials,Capital Goods
Piesseau,1/17/2020,Baays,1,underweight,420,GEBN SW Equity,Industrials,Capital Goods
PriWoolf,1/16/2020,Jeies,1,underperform,360,GEBN SW Equity,Industrials,Capital Goods
DanCosta,1/13/2020,Gochs,1,sell,397,GEBN SW Equity,Industrials,Capital Goods
Flooghue,12/18/2019,Daavy,3,neutral,-2.42E-14,GEBN SW Equity,Industrials,Capital Goods
Stengnau,6/18/2019,Eroup,3,hold,-2.42E-14,GEBN SW Equity,Industrials,Capital Goods
AndRicci,3/15/2017,Bavue,5,buy,475,GEBN SW Equity,Industrials,Capital Goods
Giatuzzo,3/5/2020,Innte,5,outperform,191.76,RACE US Equity,Consumer Discretionary,Automobiles & Components
Antpagna,3/4/2020,ISEVA,5,overweight,-2.42E-14,RACE US Equity,Consumer Discretionary,Automobiles & Components
Riclgert,3/3/2020,MoInc,1,sell,109.36,RACE US Equity,Consumer Discretionary,Automobiles & Components
Valtaldy,3/2/2020,DaDay,5,buy,207.95,RACE US Equity,Consumer Discretionary,Automobiles & Components
Stuarson,3/2/2020,Exbas,1,underperform,108,RACE US Equity,Consumer Discretionary,Automobiles & Components
Maxurton,2/28/2020,Beein,3,market perform,143.01,RACE US Equity,Consumer Discretionary,Automobiles & Components
Ada Hull,2/26/2020,Ma AG,NA,suspended coverage,-2.42E-14,RACE US Equity,Consumer Discretionary,Automobiles & Components
DerGlynn,2/24/2020,Corch,5,overweight,179.37,RACE US Equity,Consumer Discretionary,Automobiles & Components
Gabarova,2/18/2020,BaSN),4,accumulate,205.28,RACE US Equity,Consumer Discretionary,Automobiles & Components
MonBosio,2/12/2020,BaIMI,4,add,195.82,RACE US Equity,Consumer Discretionary,Automobiles & Components
Rengiulo,2/12/2020,Fiies,5,buy,-2.42E-14,RACE US Equity,Consumer Discretionary,Automobiles & Components
AdaJonas,2/6/2020,Moley,5,Overwt/Cautious,185,RACE US Equity,Consumer Discretionary,Automobiles & Components
Geoliers,2/6/2020,Gochs,5,buy,194,RACE US Equity,Consumer Discretionary,Automobiles & Components
Steitman,2/5/2020,Soale,5,buy,197,RACE US Equity,Consumer Discretionary,Automobiles & Components
Andlloni,2/5/2020,MeSpA,3,neutral,163.91,RACE US Equity,Consumer Discretionary,Automobiles & Components
Ryankman,2/5/2020,J.gan,3,neutral,158,RACE US Equity,Consumer Discretionary,Automobiles & Components
Marroggi,2/5/2020,EqSpA,3,hold,159.51,RACE US Equity,Consumer Discretionary,Automobiles & Components
Chaicott,2/5/2020,Reted,3,neutral,-2.42E-14,RACE US Equity,Consumer Discretionary,Automobiles & Components
JeaSempe,2/5/2020,In SA,5,buy,191.42,RACE US Equity,Consumer Discretionary,Automobiles & Components
Micnetti,2/4/2020,Crsse,5,outperform,205,RACE US Equity,Consumer Discretionary,Automobiles & Components
Susbaldi,2/4/2020,UBUBS,5,buy,187,RACE US Equity,Consumer Discretionary,Automobiles & Components
Phichois,2/4/2020,Jeies,3,hold,145,RACE US Equity,Consumer Discretionary,Automobiles & Components
Angeedie,2/4/2020,Ciiti,5,buy,198.67,RACE US Equity,Consumer Discretionary,Automobiles & Components
Mascchio,2/4/2020,UBnca,5,buy,198.67,RACE US Equity,Consumer Discretionary,Automobiles & Components
Der Higa,1/14/2020,Wited,5,buy,-2.42E-14,RACE US Equity,Consumer Discretionary,Automobiles & Components
Giuatore,9/8/2019,HSSBC,3,hold,148.97,RACE US Equity,Consumer Discretionary,Automobiles & Components
VolBraun,3/6/2020,Bampe,5,buy,60,FRE GR Equity,Health Care,Health Care Equipment & Servic
Marchnee,3/5/2020,Alope,5,buy,64.5,FRE GR Equity,Health Care,Health Care Equipment & Servic
Micgling,3/2/2020,Moley,3,Equalwt/Cautious,51,FRE GR Equity,Health Care,Health Care Equipment & Servic
Valtaldy,3/2/2020,DaDay,1,sell,32.46,FRE GR Equity,Health Care,Health Care Equipment & Servic
Timchner,2/27/2020,Laerg,5,buy,52,FRE GR Equity,Health Care,Health Care Equipment & Servic
Sebalker,2/24/2020,UBUBS,3,neutral,49,FRE GR Equity,Health Care,Health Care Equipment & Servic
Tobchalt,2/24/2020,InmbH,3,hold,54,FRE GR Equity,Health Care,Health Care Equipment & Servic
Hasakeel,2/24/2020,Baays,3,equalweight,54,FRE GR Equity,Health Care,Health Care Equipment & Servic
Olitzger,2/20/2020,Coank,3,hold,52,FRE GR Equity,Health Care,Health Care Equipment & Servic
Falrichs,2/20/2020,Deank,5,buy,65,FRE GR Equity,Health Care,Health Care Equipment & Servic
Chretler,2/20/2020,Crsse,3,neutral,55,FRE GR Equity,Health Care,Health Care Equipment & Servic
Davngton,2/20/2020,J.gan,5,overweight,59.4,FRE GR Equity,Health Care,Health Care Equipment & Servic
Jammpest,2/20/2020,Jeies,3,hold,51,FRE GR Equity,Health Care,Health Care Equipment & Servic
Ulruwald,2/20/2020,M.rch,5,buy,63,FRE GR Equity,Health Care,Health Care Equipment & Servic
TomJones,2/20/2020,Beerg,5,buy,72.1,FRE GR Equity,Health Care,Health Care Equipment & Servic
Julrback,2/20/2020,MoInc,5,buy,60,FRE GR Equity,Health Care,Health Care Equipment & Servic
Danrigat,2/20/2020,Ma AG,5,buy,55,FRE GR Equity,Health Care,Health Care Equipment & Servic
Julrmois,2/20/2020,Exbas,5,outperform,64,FRE GR Equity,Health Care,Health Care Equipment & Servic
Sveerten,1/31/2020,DZ AG,5,buy,59,FRE GR Equity,Health Care,Health Care Equipment & Servic
LisClive,1/28/2020,Beein,3,market perform,52,FRE GR Equity,Health Care,Health Care Equipment & Servic
JusSmith,12/19/2019,Soale,5,buy,58,FRE GR Equity,Health Care,Health Care Equipment & Servic
Olinberg,12/19/2019,Keeux,5,buy,62,FRE GR Equity,Health Care,Health Care Equipment & Servic
Ric Latz,11/21/2019,HSSBC,3,hold,53,FRE GR Equity,Health Care,Health Care Equipment & Servic
Verajova,11/5/2019,Gochs,5,buy,53,FRE GR Equity,Health Care,Health Care Equipment & Servic
Hugolvet,10/29/2019,Br Co,3,neutral,71,FRE GR Equity,Health Care,Health Care Equipment & Servic
Casy Lea,10/4/2019,ISEVA,3,hold,-2.42E-14,FRE GR Equity,Health Care,Health Care Equipment & Servic
Ed y-Day,8/1/2019,Reted,5,buy,-2.42E-14,FRE GR Equity,Health Care,Health Care Equipment & Servic
Holchner,1/14/2019,No/LB,5,buy,58,FRE GR Equity,Health Care,Health Care Equipment & Servic
Marnther,5/9/2016,Hasse,3,neutral,-2.42E-14,FRE GR Equity,Health Care,Health Care Equipment & Servic
Handniok,3/5/2020,Alope,4,add,109,ML FP Equity,Consumer Discretionary,Automobiles & Components
Ashurian,3/2/2020,Exbas,5,outperform,118,ML FP Equity,Consumer Discretionary,Automobiles & Components
GunVerma,2/26/2020,Gochs,5,buy,118,ML FP Equity,Consumer Discretionary,Automobiles & Components
Valtaldy,2/24/2020,DaDay,5,buy,122.44,ML FP Equity,Consumer Discretionary,Automobiles & Components
Antpagna,2/13/2020,ISEVA,5,overweight,-2.42E-14,ML FP Equity,Consumer Discretionary,Automobiles & Components
Josmendi,2/11/2020,J.gan,5,overweight,125,ML FP Equity,Consumer Discretionary,Automobiles & Components
Marroggi,2/11/2020,EqSpA,3,hold,115,ML FP Equity,Consumer Discretionary,Automobiles & Components
Mickidis,2/11/2020,OdBHF,5,buy,125,ML FP Equity,Consumer Discretionary,Automobiles & Components
Thoesson,2/11/2020,Keeux,5,buy,130,ML FP Equity,Consumer Discretionary,Automobiles & Components
Piemener,2/11/2020,Ma AG,3,hold,106,ML FP Equity,Consumer Discretionary,Automobiles & Components
Erwgorne,2/11/2020,Baays,3,equalweight,115,ML FP Equity,Consumer Discretionary,Automobiles & Components
JeaSempe,2/11/2020,In SA,3,neutral,101,ML FP Equity,Consumer Discretionary,Automobiles & Components
Gaemonde,2/10/2020,Deank,5,buy,135,ML FP Equity,Consumer Discretionary,Automobiles & Components
VicGreer,2/10/2020,Moley,5,Overwt/Attractive,125,ML FP Equity,Consumer Discretionary,Automobiles & Components
DavLesne,2/10/2020,UBUBS,5,buy,125,ML FP Equity,Consumer Discretionary,Automobiles & Components
Sasommel,2/10/2020,Jeies,5,buy,118,ML FP Equity,Consumer Discretionary,Automobiles & Components
GabAdler,2/10/2020,Ciiti,3,neutral,111,ML FP Equity,Consumer Discretionary,Automobiles & Components
Henosman,12/3/2019,HSSBC,3,hold,125,ML FP Equity,Consumer Discretionary,Automobiles & Components
Davsalvo,3/28/2018,CIons,3,neutral,120,ML FP Equity,Consumer Discretionary,Automobiles & Components
Tankloff,3/5/2020,Coank,3,hold,750,ORSTED DC Equity,Utilities,Utilities
Augenart,3/5/2020,Alope,1,sell,653,ORSTED DC Equity,Utilities,Utilities
Cas Blom,3/4/2020,ABier,1,sell,660,ORSTED DC Equity,Utilities,Utilities
Joh Musk,3/4/2020,RBets,5,outperform,830,ORSTED DC Equity,Utilities,Utilities
Marshney,3/4/2020,Crsse,1,underperform,450,ORSTED DC Equity,Utilities,Utilities
Neialton,3/4/2020,Weies,5,overweight,825,ORSTED DC Equity,Utilities,Utilities
TanFulop,3/4/2020,MoInc,1,sell,640,ORSTED DC Equity,Utilities,Utilities
Kriansen,3/4/2020,Daank,5,buy,840,ORSTED DC Equity,Utilities,Utilities
Sam Arie,3/3/2020,UBUBS,3,neutral,645,ORSTED DC Equity,Utilities,Utilities
Deewaran,3/3/2020,Beein,3,market perform,730,ORSTED DC Equity,Utilities,Utilities
Adackens,2/20/2020,HSSBC,3,hold,775,ORSTED DC Equity,Utilities,Utilities
Ingecker,2/14/2020,Keeux,3,hold,700,ORSTED DC Equity,Utilities,Utilities
Roblleyn,2/12/2020,Moley,3,Equalwt/Attractive,625,ORSTED DC Equity,Utilities,Utilities
Chrybutt,2/11/2020,J.gan,5,overweight,800,ORSTED DC Equity,Utilities,Utilities
Viradrid,2/4/2020,Grder,5,buy,710,ORSTED DC Equity,Utilities,Utilities
Albdolfi,2/4/2020,Gochs,5,buy,885,ORSTED DC Equity,Utilities,Utilities
Iaiurner,2/4/2020,Exbas,1,underperform,400,ORSTED DC Equity,Utilities,Utilities
JamBrand,2/3/2020,Deank,3,hold,680,ORSTED DC Equity,Utilities,Utilities
Kla Kehl,1/31/2020,Nyank,5,buy,810,ORSTED DC Equity,Utilities,Utilities
KenScott,1/17/2020,Wited,5,buy,-2.42E-14,ORSTED DC Equity,Utilities,Utilities
Marander,1/2/2020,Nodea,3,hold,-2.42E-14,ORSTED DC Equity,Utilities,Utilities
Antpagna,10/4/2019,ISEVA,3,hold,-2.42E-14,ORSTED DC Equity,Utilities,Utilities
Jen Ping,9/18/2019,Ciiti,NA,withheld,-2.42E-14,ORSTED DC Equity,Utilities,Utilities
Kriiksen,6/4/2018,SEies,NA,suspended coverage,-2.42E-14,ORSTED DC Equity,Utilities,Utilities
Goritken,3/6/2020,RBets,5,top pick,360,LGEN LN Equity,Financials,Insurance
Domahony,3/6/2020,Exbas,5,outperform,360,LGEN LN Equity,Financials,Insurance
Fahngazi,3/5/2020,MeSpA,3,neutral,281,LGEN LN Equity,Financials,Insurance
ColKelly,3/5/2020,UBUBS,1,sell,230,LGEN LN Equity,Financials,Insurance
Claspari,3/5/2020,Baays,5,overweight,350,LGEN LN Equity,Financials,Insurance
Baseifer,3/5/2020,Alope,4,add,297,LGEN LN Equity,Financials,Insurance
Joncking,3/4/2020,Moley,3,Equalwt/In-Line,305,LGEN LN Equity,Financials,Insurance
Abissain,3/4/2020,Crsse,1,underperform,224,LGEN LN Equity,Financials,Insurance
Ashsaddi,3/4/2020,J.gan,3,neutral,284,LGEN LN Equity,Financials,Insurance
Phi Kett,3/4/2020,Jeies,3,hold,271,LGEN LN Equity,Financials,Insurance
Greerson,3/4/2020,Keods,1,underperform,260,LGEN LN Equity,Financials,Insurance
AndBaker,3/4/2020,Ciiti,3,neutral,297,LGEN LN Equity,Financials,Insurance
Barornes,3/4/2020,Pated,5,buy,325,LGEN LN Equity,Financials,Insurance
Valtaldy,3/2/2020,DaDay,5,buy,334.89,LGEN LN Equity,Financials,Insurance
Johny Vo,1/24/2020,Gochs,3,neutral,285,LGEN LN Equity,Financials,Insurance
Chaendit,1/24/2020,Reted,5,buy,-2.42E-14,LGEN LN Equity,Financials,Insurance
Steywood,1/22/2020,HSSBC,3,hold,306,LGEN LN Equity,Financials,Insurance
OliSteel,1/6/2020,Deank,5,buy,335,LGEN LN Equity,Financials,Insurance
Paue'Ath,11/19/2019,Shers,5,buy,345,LGEN LN Equity,Financials,Insurance
Antpagna,10/4/2019,ISEVA,5,overweight,-2.42E-14,LGEN LN Equity,Financials,Insurance
KazAndac,3/6/2020,Deank,NA,not rated,-2.42E-14,STAN LN Equity,Financials,Banks
RonGhose,3/6/2020,Ciiti,3,neutral,690,STAN LN Equity,Financials,Banks
Jen Cook,3/6/2020,Exbas,1,underperform,610,STAN LN Equity,Financials,Banks
Davztajn,3/6/2020,Alope,2,reduce,513,STAN LN Equity,Financials,Banks
Ianordon,3/5/2020,Intec,5,buy,630,STAN LN Equity,Financials,Banks
Maritgeb,3/4/2020,Gochs,5,buy,870,STAN LN Equity,Financials,Banks
RauSinha,3/2/2020,J.gan,NA,Rating Suspended,-2.42E-14,STAN LN Equity,Financials,Banks
Valtaldy,3/2/2020,DaDay,1,sell,499.13,STAN LN Equity,Financials,Banks
Amaakkar,3/2/2020,Baays,1,underweight,550,STAN LN Equity,Financials,Banks
Micel Wu,3/1/2020,MoInc,5,buy,804.34,STAN LN Equity,Financials,Banks
Jamnvine,2/28/2020,Soale,5,buy,800,STAN LN Equity,Financials,Banks
Jasapier,2/28/2020,UBUBS,3,neutral,590,STAN LN Equity,Financials,Banks
Scossell,2/28/2020,Marie,5,outperform,690,STAN LN Equity,Financials,Banks
